State,state_full,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_lost,revratio_stfe,revratio_lofe,adj_revratio_all,adj_revratio_lo,adj_revratio_st,adj_revratio_fe,adj_revratio_lost,adj_revratio_stfe,adj_revratio_lofe,revpp_all,revpp_lo,revpp_st,revpp_fe,revpp_lost,revpp_stfe,revpp_lofe,adj_revpp_all,adj_revpp_lo,adj_revpp_st,adj_revpp_fe,adj_revpp_lost,adj_revpp_stfe,adj_revpp_lofe
MN,Minnesota,1997,1.048633,0.9656686,1.081977,1.511625,1.031212,1.108868,1.008997,1.065629,0.9820266,1.098517,1.512863,1.048478,1.124617,1.025533,10704.75,4460.037,5835.953,408.7628,10295.99,6244.715,4868.799,11377.1,4661.609,6273.813,441.6759,10935.42,6715.488,5103.285
MN,Minnesota,1998,1.070419,0.9850228,1.106294,1.50777,1.051069,1.136459,1.031313,1.085623,0.998885,1.1206,1.514052,1.065994,1.150786,1.04662,11050.83,4777.419,5784.425,488.9824,10561.84,6273.407,5266.402,11768.39,5004.09,6226.363,537.9398,11230.45,6764.303,5542.03
MN,Minnesota,1999,1.07312,0.968252,1.111957,1.490874,1.054539,1.138089,1.020602,1.087403,0.9829752,1.12449,1.495304,1.068746,1.150511,1.036276,11237.48,4258.895,6482.364,496.2249,10741.26,6978.589,4755.12,11844.76,4420.542,6887.458,536.763,11308,7424.221,4957.306
MN,Minnesota,2000,1.072362,0.9372433,1.120388,1.55865,1.051475,1.148624,1.00091,1.093053,0.9591469,1.138972,1.570508,1.07216,1.167064,1.023564,11601.01,4145.698,6961.219,494.0959,11106.92,7455.314,4639.794,12137.44,4279.894,7331.647,525.9001,11611.54,7857.548,4805.794
MN,Minnesota,2001,1.068586,0.9306559,1.112087,1.567506,1.047565,1.140038,0.9981145,1.091651,0.9537044,1.133253,1.587598,1.070385,1.161376,1.022864,12069.61,4075.574,7487.544,506.4948,11563.12,7994.039,4582.068,12638.18,4198.782,7900.18,539.2161,12098.96,8439.396,4737.998
MN,Minnesota,2002,1.079405,0.9447882,1.115977,1.603513,1.054482,1.149658,1.021793,1.09675,0.9624934,1.131602,1.611051,1.071865,1.164974,1.040627,12285.39,4167.127,7537.018,581.2458,11704.15,8118.264,4748.373,12826.27,4274.968,7934.814,616.4835,12209.78,8551.298,4891.452
MN,Minnesota,2003,1.081103,0.9281757,1.093259,1.553742,1.056642,1.121974,1.046522,1.093231,0.9428432,1.104091,1.554353,1.068908,1.132548,1.061894,12753.76,2655.401,9446.057,652.3069,12101.46,10098.36,3307.708,13280.58,2718.006,9871.609,690.9638,12589.62,10562.57,3408.969
MN,Minnesota,2004,1.08798,0.9469496,1.096224,1.602942,1.059458,1.130912,1.067385,1.096188,0.9579112,1.103339,1.595123,1.068137,1.137299,1.078018,12877.83,2967.204,9203.478,707.1522,12170.68,9910.63,3674.356,13417.64,3036.735,9634.647,746.2531,12671.38,10380.9,3782.988
MN,Minnesota,2005,1.07601,0.9679704,1.081142,1.504823,1.051546,1.111526,1.064113,1.088114,0.9803733,1.092649,1.50957,1.063738,1.122778,1.077435,12625.33,3092.262,8824.571,708.5015,11916.83,9533.072,3800.763,13214.59,3184.625,9279.262,750.7075,12463.89,10029.97,3935.333
MN,Minnesota,2006,1.079044,0.9855692,1.076181,1.522153,1.054053,1.107149,1.086242,1.090724,0.9974372,1.087574,1.527313,1.065819,1.118328,1.09873,12915.95,2958.077,9238.055,719.8167,12196.13,9957.871,3677.894,13488.79,3051.583,9677.824,759.3878,12729.41,10437.21,3810.971
MN,Minnesota,2007,1.067422,0.9610237,1.077963,1.510224,1.043919,1.108075,1.045713,1.079626,0.9736664,1.089686,1.51338,1.056377,1.119314,1.058575,13119.48,3588.88,8840.464,690.1362,12429.34,9530.6,4279.017,13785.24,3717.183,9336.805,731.2487,13053.99,10068.05,4448.432
MN,Minnesota,2008,1.058491,0.9516279,1.071172,1.495034,1.035716,1.10044,1.032916,1.07647,0.9683585,1.088886,1.510799,1.053615,1.1181,1.051033,13185.57,3679.847,8825.311,680.4083,12505.16,9505.719,4360.255,13938.66,3836.1,9377.591,724.9661,13213.69,10102.56,4561.066
MN,Minnesota,2009,1.063194,0.96342,1.074243,1.494447,1.040556,1.103712,1.041621,1.07548,0.9750077,1.086058,1.504952,1.052736,1.115524,1.054508,13523.39,3859.585,8954.886,708.9189,12814.47,9663.805,4568.504,14460.09,4071.85,9624.042,764.2,13695.89,10388.24,4836.05
MN,Minnesota,2010,1.074944,1.001325,1.074589,1.266405,1.05036,1.105466,1.075462,1.083791,1.009153,1.083801,1.272011,1.059426,1.114144,1.083776,13468.62,3909.938,7988.229,1570.457,11898.17,9558.686,5480.395,14454.88,4138.828,8619.213,1696.843,12758.04,10316.06,5835.671
MN,Minnesota,2011,1.059167,0.9788889,1.064929,1.402216,1.033647,1.100228,1.050794,1.071394,0.9894015,1.077757,1.408104,1.046027,1.112504,1.062007,13757.81,4607.359,8155.606,994.8422,12762.97,9150.448,5602.202,14844.28,4904.84,8854.28,1085.157,13759.12,9939.438,5989.998
MN,Minnesota,2012,1.066496,0.9957495,1.068036,1.388367,1.045091,1.096474,1.063758,1.075873,1.00394,1.077547,1.395693,1.054435,1.105867,1.07286,13176.27,3887.235,8434.713,854.3196,12321.95,9289.032,4741.554,14240.64,4153.328,9157.333,929.9802,13310.66,10087.31,5083.308
MN,Minnesota,2013,1.058147,0.9844896,1.061731,1.427224,1.036982,1.090172,1.0517,1.069998,0.9949442,1.07383,1.436004,1.048806,1.102141,1.063023,13157.73,3950.716,8460.716,746.2968,12411.43,9207.013,4697.013,14214.89,4222.745,9178.854,813.286,13401.6,9992.141,5036.031
MN,Minnesota,2014,1.062757,0.9992863,1.058996,1.424021,1.043309,1.083835,1.071517,1.072523,1.008539,1.068906,1.427988,1.053181,1.093517,1.081019,13287.42,3285.817,9291.659,709.9451,12577.48,10001.6,3995.762,14357.3,3518.088,10064.84,774.3769,13582.92,10839.21,4292.465
MN,Minnesota,2015,1.061379,0.996374,1.062938,1.422508,1.042782,1.08767,1.05831,1.072125,1.00585,1.073899,1.429883,1.053475,1.098575,1.0686,13870.33,3964.812,9198.303,707.2189,13163.12,9905.521,4672.031,14992.81,4244.586,9975.182,773.046,14219.77,10748.23,5017.632
MO,Missouri,1995,1.122731,0.9655864,1.303736,1.528294,1.096784,1.335523,1.018842,1.132334,0.9820675,1.300792,1.507473,1.10755,1.330491,1.033694,8517.052,4769.208,3200.667,547.1755,7969.876,3747.843,5316.384,9577.635,5309.128,3637.445,631.0616,8946.574,4268.507,5940.19
MO,Missouri,1996,1.089865,0.9406072,1.255839,1.439726,1.068281,1.280147,0.9874986,1.105475,0.9618749,1.260977,1.429957,1.08482,1.283636,1.007531,8858.402,4843.806,3470.546,544.0502,8314.352,4014.597,5387.856,9975.226,5394.649,3952.17,628.4058,9346.82,4580.576,6023.055
MO,Missouri,1997,1.035787,0.9012914,1.180202,1.370522,1.015467,1.20478,0.9450232,1.058248,0.9274272,1.195099,1.369484,1.038781,1.217892,0.9701935,8900.538,4850.737,3513.466,536.3348,8364.203,4049.8,5387.072,10035.52,5401.996,4013.799,619.726,9415.795,4633.525,6021.722
MO,Missouri,1998,1.039043,0.90036,1.19246,1.356676,1.018381,1.215232,0.9452665,1.060472,0.9258931,1.205772,1.356325,1.040635,1.226933,0.9698142,9362.672,5126.257,3636.395,600.0198,8762.652,4236.415,5726.277,10562.36,5718.993,4149.324,694.0425,9868.316,4843.367,6413.035
MO,Missouri,1999,1.033157,0.9031915,1.18032,1.340008,1.013249,1.202744,0.9456335,1.053836,0.9270532,1.194486,1.340997,1.03462,1.215383,0.9687259,9502.586,5273.475,3623.15,605.9614,8896.625,4229.111,5879.437,10815.92,5943.591,4164.44,707.8853,10108.03,4872.326,6651.477
MO,Missouri,2000,1.022937,0.8945385,1.175316,1.320683,1.003086,1.196698,0.9363152,1.04891,0.9227445,1.195218,1.327012,1.029808,1.214829,0.9638361,9807.088,5548.873,3622.339,635.8757,9171.212,4258.215,6184.749,11126.41,6220.652,4165.767,739.9879,10386.42,4905.755,6960.64
MO,Missouri,2001,1.025128,0.8887273,1.18505,1.348141,1.003756,1.2088,0.933562,1.053358,0.9194034,1.206215,1.353731,1.03283,1.227951,0.963517,10159.58,5727.761,3775.139,656.676,9502.9,4431.814,6384.438,11554.68,6426.062,4361.025,767.5959,10787.09,5128.621,7193.658
MO,Missouri,2002,1.022759,0.8934671,1.169175,1.368999,0.997084,1.202105,0.9439626,1.050218,0.9231673,1.190245,1.369366,1.025737,1.220066,0.97258,10400.2,5935.043,3712.691,752.4645,9647.734,4465.156,6687.508,11819.3,6642.804,4297.327,879.1661,10940.13,5176.493,7521.97
MO,Missouri,2003,1.010212,0.883715,1.155257,1.333542,0.9861073,1.184687,0.9317957,1.032894,0.9096755,1.170371,1.331082,1.00992,1.197197,0.9565595,10263.37,5840.472,3677.418,745.4797,9517.89,4422.898,6585.951,11637.51,6531.623,4237.475,868.4141,10769.1,5105.889,7400.037
MO,Missouri,2004,1.017653,0.8965324,1.160886,1.337597,0.9921791,1.192759,0.9454558,1.037931,0.9202533,1.172647,1.33302,1.013514,1.201989,0.9681391,10426.06,6045.634,3572.823,807.6036,9618.457,4380.427,6853.237,11796.09,6742.24,4110.667,943.1823,10852.91,5053.849,7685.422
MO,Missouri,2005,1.001377,0.8718158,1.153688,1.332789,0.9735271,1.187519,0.9253798,1.029261,0.9016505,1.17486,1.339374,1.002203,1.206388,0.9547535,10782.66,6222.972,3678.56,881.1316,9901.532,4559.691,7104.104,12162.67,6922.718,4214.658,1025.296,11137.38,5239.954,7948.014
MO,Missouri,2006,0.9986026,0.8710845,1.154577,1.316639,0.9717818,1.185671,0.9226182,1.026494,0.9004639,1.175883,1.324281,1.000386,1.204764,0.9517241,10962.18,6380.781,3683.857,897.5405,10064.64,4581.397,7278.321,12421.07,7125.327,4245.315,1050.427,11370.64,5295.742,8175.754
MO,Missouri,2007,0.989352,0.8750232,1.152101,1.284663,0.9647133,1.179267,0.9200095,1.021643,0.9068852,1.180192,1.301031,0.997438,1.20524,0.9520942,10771.46,6605.854,3298.543,867.0593,9904.398,4165.603,7472.914,12169.05,7357.265,3800.206,1011.583,11157.47,4811.789,8368.849
MO,Missouri,2008,0.9977586,0.8864891,1.152729,1.327743,0.9718813,1.187113,0.9321583,1.031971,0.9200679,1.183378,1.344552,1.0065,1.215431,0.9659889,10978.01,6794.794,3343.866,839.3535,10138.66,4183.22,7634.147,12489.5,7623.027,3879.829,986.6401,11502.86,4866.469,8609.667
MO,Missouri,2009,1.000291,0.8949414,1.135902,1.323369,0.9740785,1.17304,0.9411218,1.032348,0.9265717,1.164623,1.336941,1.00667,1.199147,0.9728327,11234.88,6850.632,3493.603,890.6401,10344.24,4384.243,7741.272,12908.09,7754.025,4097.475,1056.596,11851.5,5154.07,8810.62
MO,Missouri,2010,1.011546,0.9035608,1.11384,1.285291,0.9660404,1.17535,0.9765746,1.040475,0.9323562,1.140716,1.299422,0.9958959,1.197982,1.005226,11202.42,6622.158,2905.897,1674.361,9528.055,4580.257,8296.519,13043.14,7586.506,3453.396,2003.241,11039.9,5456.638,9589.747
MO,Missouri,2011,1.002996,0.9067087,1.083272,1.271697,0.9636723,1.142072,0.9715552,1.031849,0.9353489,1.11101,1.284674,0.9935185,1.165549,0.9998987,11243.78,6521.136,3213.173,1509.474,9734.31,4722.647,8030.61,13164.58,7505.138,3842.69,1816.749,11347.83,5659.439,9321.887
MO,Missouri,2012,0.9996113,0.9175886,1.070701,1.298321,0.9692475,1.123401,0.9682277,1.025972,0.9430982,1.097783,1.306193,0.9964848,1.146479,0.9933651,11190.92,6623.183,3474.913,1092.823,10098.1,4567.736,7716.006,13098.86,7636.377,4147.455,1315.029,11783.83,5462.483,8951.406
MO,Missouri,2013,0.9793161,0.9000677,1.049858,1.292173,0.9511703,1.100422,0.9471766,1.008444,0.9284155,1.079606,1.300581,0.9811839,1.126222,0.9750738,11073.36,6588.373,3514.396,970.5887,10102.77,4484.984,7558.961,12903.92,7562.217,4177.051,1164.653,11739.27,5341.704,8726.87
MO,Missouri,2014,0.9949378,0.9130566,1.066825,1.328533,0.9650609,1.121619,0.9625801,1.024375,0.9418542,1.097175,1.335592,0.9955311,1.147593,0.9906998,11040.87,6604.977,3472.521,963.3746,10077.5,4435.896,7568.351,12869.17,7590.741,4124.554,1153.879,11715.29,5278.434,8744.62
MO,Missouri,2015,0.981457,0.8996544,1.014848,1.298314,0.952378,1.062193,0.9573546,1.010112,0.927773,1.044735,1.304799,0.9819843,1.089145,0.9847188,11420.39,5588.083,4816.847,1015.458,10404.93,5832.305,6603.541,13316.83,6424.587,5669.871,1222.373,12094.46,6892.244,7646.961
MS,Mississippi,1995,1.008812,0.9506837,1.001167,1.16309,0.9836143,1.033591,1.018571,1.019033,0.9610063,1.011222,1.171246,0.9939055,1.043428,1.029069,6544.689,1924.34,3661.943,958.4059,5586.283,4620.349,2882.746,7592.832,2211.038,4260.398,1121.395,6471.437,5381.794,3332.433
MS,Mississippi,1996,1.008044,0.9585046,1.00218,1.150768,0.9872529,1.029105,1.015963,1.018151,0.968281,1.012348,1.158882,0.9974083,1.039066,1.026038,6719.576,1979.684,3854.961,884.9304,5834.646,4739.892,2864.615,7795.428,2274.605,4484.233,1036.589,6758.839,5520.823,3311.195
MS,Mississippi,1997,1.00964,0.9681499,1.003746,1.135297,0.9907423,1.028946,1.016893,1.019982,0.9780132,1.014317,1.143772,1.001142,1.039279,1.02699,6663.37,2096.54,3671.461,895.3686,5768.001,4566.83,2991.909,7726.689,2411.048,4267.059,1048.583,6678.106,5315.642,3459.63
MS,Mississippi,1998,1.014417,0.9796444,1.003289,1.146479,0.9946283,1.030672,1.02808,1.025494,0.9899512,1.014851,1.155403,1.00579,1.041912,1.038626,6912.472,2184.245,3799.792,928.4349,5984.037,4728.227,3112.68,8033.89,2517.57,4426.421,1089.899,6943.991,5516.32,3607.468
MS,Mississippi,1999,1.015579,0.9712921,1.009015,1.15458,0.9948662,1.037041,1.023407,1.025691,0.9810373,1.019327,1.162963,1.005046,1.047113,1.033317,7167.934,2314.638,3892.319,960.9771,6206.957,4853.296,3275.615,8296.955,2660.792,4515.39,1120.773,7176.182,5636.163,3781.565
MS,Mississippi,2000,1.017379,0.9780343,1.009438,1.147003,0.9978828,1.035881,1.02706,1.027945,0.9878548,1.020465,1.155513,1.008546,1.046574,1.037114,7557.91,2396.164,4145.002,1016.744,6541.166,5161.746,3412.908,8917.321,2803.81,4902.978,1210.533,7706.788,6113.511,4014.343
MS,Mississippi,2001,1.018932,0.9809633,1.008549,1.155281,0.9981273,1.037446,1.031114,1.029194,0.9903707,1.019428,1.163166,1.00851,1.047929,1.040694,7606.806,2470.435,4096.172,1040.2,6566.606,5136.372,3510.635,9032.42,2912.418,4873,1247.002,7785.418,6120.001,4159.42
MS,Mississippi,2002,1.015017,0.9799786,0.9986946,1.157709,0.9918076,1.031241,1.034458,1.026619,0.990565,1.011067,1.166665,1.003559,1.043155,1.045187,8105.782,2543.55,4388.847,1173.385,6932.397,5562.232,3716.935,9657.104,3009.885,5235.463,1411.755,8245.349,6647.219,4421.641
MS,Mississippi,2003,1.021822,0.974845,1.010295,1.169868,0.9971591,1.043689,1.03533,1.032179,0.9843796,1.021253,1.177708,1.007658,1.054212,1.045021,8537.978,2679.402,4593.259,1265.316,7272.662,5858.575,3944.718,10275.25,3202.482,5536.177,1536.593,8738.658,7072.77,4739.075
MS,Mississippi,2004,1.022917,0.968808,1.012633,1.179483,0.9968898,1.047003,1.035459,1.034546,0.9801204,1.024517,1.188239,1.008669,1.058489,1.046823,8865.905,2692.226,4858.167,1315.512,7550.393,6173.679,4007.739,10681.04,3216.939,5863.239,1600.857,9080.178,7464.096,4817.796
MS,Mississippi,2005,1.02453,0.9422544,1.021978,1.214308,0.9924428,1.062697,1.027509,1.039926,0.9570661,1.037385,1.226948,1.007849,1.077835,1.042905,8933.038,2769.211,4807.065,1356.762,7576.276,6163.827,4125.974,10747.97,3300.144,5796.815,1651.013,9096.959,7447.828,4951.157
MS,Mississippi,2006,1.001393,0.9231635,1.012038,1.10027,0.9774213,1.037117,0.9911095,1.015942,0.936463,1.027544,1.112769,0.9923202,1.051798,1.00466,10182.78,3125.128,5017.871,2039.784,8142.999,7057.655,5164.913,12134.31,3692.147,6000.804,2441.361,9692.951,8442.165,6133.508
MS,Mississippi,2007,1.010322,0.9314469,1.018188,1.135952,0.9857562,1.046214,1.001674,1.027503,0.9474743,1.035657,1.152636,1.002916,1.063511,1.018474,9761.585,2989.729,5122.724,1649.132,8112.453,6771.855,4638.861,11498.07,3493.609,6054.623,1949.837,9548.232,8004.46,5443.446
MS,Mississippi,2008,1.010211,0.9399772,1.013274,1.140776,0.9864634,1.041689,1.006664,1.025533,0.9541141,1.028938,1.155651,1.001723,1.05724,1.02157,9926.603,3014.122,5331.215,1581.266,8345.337,6912.481,4595.388,11601.76,3498.81,6245.818,1857.128,9744.628,8102.946,5355.938
MS,Mississippi,2009,1.014426,0.9451522,1.016106,1.158581,0.9893892,1.047148,1.012524,1.03049,0.960211,1.032452,1.173558,1.005404,1.063344,1.028258,9877.088,3107.83,5249.193,1520.065,8357.022,6769.258,4627.895,11612.97,3627.611,6184.416,1800.945,9812.027,7985.361,5428.557
MS,Mississippi,2010,1.016756,0.9482297,1.012983,1.133363,0.9867246,1.04937,1.020139,1.032962,0.963209,1.029311,1.149627,1.002646,1.065816,1.036247,9870.277,3118.599,4660.846,2090.833,7779.445,6751.679,5209.433,11599.99,3638.28,5487.282,2474.433,9125.563,7961.715,6112.712
MS,Mississippi,2011,1.030191,0.9557328,1.016191,1.173729,0.9911478,1.066146,1.042141,1.046097,0.9705396,1.032105,1.189386,1.006741,1.082182,1.058079,9702.323,3090.097,4449.604,2162.622,7539.701,6612.226,5252.72,11392.14,3600.398,5233.622,2558.123,8834.02,7791.744,6158.521
MS,Mississippi,2012,1.034307,0.9700233,1.016872,1.214971,0.9977912,1.067247,1.051265,1.047819,0.9830335,1.030808,1.22593,1.011425,1.080732,1.064389,9419.839,3127.372,4619.267,1673.2,7746.639,6292.466,4800.572,11030.61,3641.197,5414.213,1975.203,9055.41,7389.416,5616.399
MS,Mississippi,2013,1.025646,0.9705351,1.010026,1.204947,0.9938138,1.055144,1.041303,1.039765,0.9840738,1.02453,1.21684,1.007995,1.069299,1.055082,9169.035,3141.38,4567.409,1460.246,7708.789,6027.655,4601.626,10664.08,3631.188,5320.813,1712.084,8952.001,7032.896,5343.272
MS,Mississippi,2014,1.023524,0.972069,1.011293,1.196452,0.9950262,1.051972,1.035877,1.038942,0.986675,1.027192,1.209859,1.010445,1.067617,1.050825,9108.73,3195.513,4561.048,1352.17,7756.562,5913.218,4547.683,10597.45,3698.703,5310.931,1587.814,9009.634,6898.744,5286.517
MS,Mississippi,2015,1.027025,0.9772,1.012192,1.208005,0.9978949,1.054083,1.042429,1.041287,0.9909325,1.026829,1.220198,1.012217,1.068421,1.056338,9351.946,3243.34,4743.511,1365.095,7986.851,6108.605,4608.435,10862.5,3748.063,5517.175,1597.257,9265.238,7114.432,5345.32
MT,Mississippi,1995,1.048489,0.9213158,1.012327,1.918576,0.9705209,1.141176,1.084103,1.05688,0.9254774,1.01897,1.948562,0.9760288,1.152471,1.094152,8538.685,3515.377,4208.518,814.7894,7723.895,5023.307,4330.167,11123.42,4571.053,5475.932,1076.433,10046.98,6552.364,5647.485
MT,Montana,1996,1.044533,0.9275607,1.019961,1.818182,0.9759048,1.135679,1.067267,1.05283,0.9322558,1.02689,1.844637,0.9817768,1.146593,1.076793,8546.637,3662.535,4088.708,795.3943,7751.242,4884.102,4457.929,11126.46,4759.636,5317.476,1049.345,10077.11,6366.821,5808.981
MT,Montana,1997,1.042867,0.926413,1.019892,1.852432,0.9742795,1.138084,1.063411,1.051042,0.9307757,1.026513,1.881495,0.9798443,1.149034,1.072976,8790.137,3869.469,4131.982,788.6859,8001.451,4920.668,4658.154,11441.19,5023.42,5376.668,1041.103,10400.09,6417.771,6064.523
MT,Montana,1998,1.047608,0.9342403,1.017805,1.802899,0.9767965,1.139866,1.073575,1.056211,0.9391001,1.024745,1.828975,0.9827119,1.151318,1.083559,9174.564,4034.422,4249.392,890.7513,8283.813,5140.143,4925.173,12030.94,5281.04,5563.38,1186.522,10844.42,6749.902,6467.562
MT,Montana,1999,1.046398,0.9344903,1.014937,1.723206,0.9743411,1.140231,1.071901,1.0538,0.9385583,1.020746,1.743972,0.9792789,1.150156,1.080538,9234.692,4132.776,4112.647,989.2692,8245.423,5101.916,5122.045,12443.37,5557.136,5533.642,1352.595,11090.78,6886.236,6909.731
MT,Montana,2000,1.05708,0.9506918,1.019577,1.665213,0.984916,1.144052,1.087043,1.066631,0.957009,1.027343,1.686261,0.9919639,1.155932,1.097945,9557.881,4232.199,4221.649,1104.033,8453.848,5325.682,5336.232,13033.36,5757.284,5747.589,1528.484,11504.87,7276.073,7285.768
MT,Montana,2001,1.056211,0.9588328,1.017043,1.652082,0.9896311,1.12777,1.091779,1.065734,0.9654852,1.024705,1.674565,0.9968287,1.139187,1.102924,9750.216,4068.144,4612.33,1069.742,8680.474,5682.072,5137.886,13197.3,5494.775,6235.322,1467.2,11730.1,7702.521,6961.975
MT,Montana,2002,1.061844,0.9471551,1.007055,1.694986,0.9796439,1.13992,1.11243,1.070906,0.9525694,1.01379,1.717664,0.9857818,1.151217,1.123502,10024.54,3988.38,4771.654,1264.507,8760.034,6036.161,5252.887,13608.81,5401.535,6466.657,1740.623,11868.19,8207.28,7142.158
MT,Montana,2003,1.052768,0.9528072,1.005271,1.546883,0.9807504,1.121639,1.094029,1.060006,0.9568809,1.010737,1.563607,0.9855731,1.130807,1.102685,10223.97,4102.716,4716.072,1405.186,8818.787,6121.258,5507.902,13957.59,5586.466,6426.67,1944.457,12013.14,8371.128,7530.923
MT,Montana,2004,1.055913,0.9509117,1.007972,1.538682,0.9804302,1.131145,1.094723,1.062258,0.9538003,1.012726,1.554707,0.9842921,1.139702,1.102253,10561.36,4340.337,4691.509,1529.511,9031.846,6221.02,5869.848,14335.17,5876.562,6357.33,2101.274,12233.89,8458.604,7977.836
MT,Montana,2005,1.066683,0.9622384,1.023176,1.544468,0.994092,1.140571,1.102828,1.073487,0.9650049,1.0284,1.563517,0.9981538,1.14998,1.110859,10500.35,4277.273,4731.404,1491.673,9008.677,6223.077,5768.946,14287.65,5805.158,6428.371,2054.117,12233.53,8482.488,7859.275
MT,Montana,2006,1.067366,0.9588433,1.032777,1.567966,0.9977093,1.144788,1.097006,1.075847,0.9636267,1.03975,1.589307,1.003681,1.155597,1.106763,10959.64,4483.912,5029.559,1446.172,9513.471,6475.731,5930.084,14716.2,6003.703,6749.93,1962.569,12753.63,8712.498,7966.272
MT,Montana,2007,1.069517,0.9606532,1.036367,1.598275,1.001842,1.143388,1.100397,1.079018,0.9664075,1.044654,1.620112,1.009007,1.155157,1.111,11504.43,4570.006,5519.108,1415.312,10089.11,6934.42,5985.318,15145.77,6000.109,7261.145,1884.52,13261.25,9145.664,7884.629
MT,Montana,2008,1.065418,0.9643406,1.041628,1.564621,1.007092,1.132833,1.088762,1.07507,0.970285,1.050373,1.586585,1.014629,1.144679,1.099296,11884.1,4677.673,5863.288,1343.143,10540.96,7206.43,6020.815,15567.72,6109.297,7678.084,1780.336,13787.38,9458.421,7889.633
MT,Montana,2009,1.054172,0.9481132,1.023693,1.604469,0.988884,1.128398,1.082558,1.062005,0.9523419,1.029941,1.626408,0.9942831,1.138302,1.09191,12329.8,4983,5914.278,1432.52,10897.28,7346.798,6415.52,16183.66,6513.846,7766.454,1903.364,14280.3,9669.818,8417.209
MT,Montana,2010,1.030272,0.9454135,1.007232,1.34047,0.9789802,1.085021,1.050373,1.037242,0.9498191,1.012975,1.355646,0.9841301,1.093473,1.058385,12204.11,4713.052,5662.909,1828.149,10375.96,7491.059,6541.201,15903.53,6127.482,7372.575,2403.477,13500.06,9776.051,8530.959
MT,Montana,2011,1.02431,0.9397686,1.002983,1.326642,0.9725325,1.083368,1.04124,1.030879,0.9440862,1.00821,1.341264,0.9773582,1.091285,1.048875,11940.17,4834.678,5263.119,1842.375,10097.8,7105.494,6677.053,15489.94,6255.868,6826.837,2407.233,13082.71,9234.07,8663.101
MT,Montana,2012,1.02667,0.9385011,1.003275,1.432563,0.9731353,1.088216,1.047615,1.033915,0.9427543,1.009312,1.449859,0.9783493,1.097363,1.055888,11640.57,4706.739,5474.897,1458.934,10181.64,6933.831,6165.672,14807.09,5973.54,6953.617,1879.938,12927.16,8833.555,7853.477
MT,Montana,2013,1.025423,0.9348682,1.001596,1.463947,0.9706455,1.088958,1.047123,1.0325,0.9389579,1.007303,1.482365,0.9756041,1.09797,1.055389,11730.89,4754.28,5566.254,1410.359,10320.53,6976.613,6164.639,14799.16,5985.875,7010.956,1802.332,12996.83,8813.287,7788.206
MT,Montana,2014,1.019034,0.9335691,1.001603,1.444597,0.969956,1.080182,1.035094,1.024517,0.9362888,1.005862,1.462226,0.9735179,1.087463,1.041686,11858.39,4872.018,5669.187,1317.19,10541.21,6986.376,6189.208,14963.32,6134.651,7148.061,1680.61,13282.71,8828.671,7815.261
MT,Montana,2015,1.040255,0.9335316,1.009366,1.611388,0.9738513,1.117393,1.068348,1.048599,0.9380839,1.015994,1.635478,0.9795274,1.128225,1.078209,12325.94,5080.904,5841.165,1403.87,10922.07,7245.034,6484.774,15553.54,6395.699,7362.901,1794.945,13758.6,9157.846,8190.644
NC,North Carolina,1995,0.9937525,0.9254456,1.010874,1.122995,0.9838167,1.022213,0.9640302,1.011376,0.9415976,1.028357,1.142074,1.001169,1.03997,0.9815918,8180.372,2377.064,5206.042,597.2646,7583.107,5803.307,2974.329,8914.185,2559.393,5694.256,660.5355,8253.648,6354.792,3219.929
NC,North Carolina,1996,0.9905174,0.92684,1.011332,1.112463,0.9818161,1.021326,0.9583244,1.007666,0.9421619,1.028445,1.131124,0.9986985,1.038691,0.9750447,8330.339,2686.434,5077.434,566.4704,7763.868,5643.904,3252.905,9051.016,2876.337,5548.802,625.8759,8425.139,6174.678,3502.213
NC,North Carolina,1997,0.9956312,0.9360086,1.013544,1.104431,0.9877207,1.022478,0.9661881,1.012678,0.9519407,1.030406,1.122478,1.00457,1.039537,0.9831797,8341.555,2563.906,5201.923,575.7253,7765.83,5777.648,3139.632,9071.505,2753.19,5683.055,635.2589,8436.246,6318.314,3388.449
NC,North Carolina,1998,1.003382,0.9412892,1.020469,1.109545,0.9956303,1.029034,0.9730585,1.021142,0.957237,1.038331,1.128443,1.013196,1.047063,0.9902532,8885.777,2571.091,5699.409,615.2789,8270.499,6314.688,3186.369,9644.281,2753.732,6213.863,676.6866,8967.595,6890.549,3430.418
NC,North Carolina,1999,0.9990536,0.9258988,1.019013,1.116577,0.990952,1.027775,0.9613963,1.016632,0.9417069,1.036539,1.134869,1.008355,1.045446,0.978532,9686.38,2698.265,6351.472,636.6426,9049.737,6988.114,3334.908,10453.2,2868.048,6888.11,697.0389,9756.158,7585.149,3565.087
NC,North Carolina,2000,1.000133,0.9280614,1.019862,1.11338,0.9919325,1.028677,0.9636889,1.018848,0.9445949,1.03883,1.132839,1.010476,1.047768,0.9815298,9888.986,2775.968,6434.257,678.7615,9210.225,7113.019,3454.729,10680.39,2961.337,6976.157,742.8922,9937.494,7719.049,3704.229
NC,North Carolina,2001,0.9922714,0.912617,1.019441,1.105464,0.984127,1.02779,0.9470879,1.012063,0.9305971,1.039102,1.125993,1.003729,1.04761,0.9664052,10133.2,3088.825,6353.015,691.3633,9441.84,7044.378,3780.189,10883.4,3267.185,6862.105,754.1052,10129.29,7616.21,4021.291
