State,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_stlo,revratio_stfe,revratio_lofe,adjrevratio_all,adjrevratio_lo,adjrevratio_st,adjrevratio_fe,adjrevratio_stlo,adjrevratio_stfe,adjrevratio_lofe,revpp_all_2015dol,revpp_lo_2015dol,revpp_st_2015dol,revpp_fe_2015dol,revpp_stlo_2015dol,revpp_stfe_2015dol,revpp_lofe_2015dol,adj_revpp_all_2015dol,adj_revpp_lo_2015dol,adj_revpp_st_2015dol,adj_revpp_fe_2015dol,adj_revpp_stlo_2015dol,adj_revpp_stfe_2015dol,adj_revpp_lofe_2015dol
"MS",2005,1.02453,.9422544,1.021978,1.214308,.9924428,1.062697,1.027509,1.039926,.9570661,1.037385,1.226948,1.007849,1.077835,1.042905,8933.038,2769.211,4807.065,1356.762,7576.276,6163.827,4125.974,10747.97,3300.144,5796.815,1651.013,9096.959,7447.828,4951.157
"MS",2006,1.001393,.9231635,1.012038,1.10027,.9774213,1.037117,.9911095,1.015942,.936463,1.027544,1.112769,.9923202,1.051798,1.00466,10182.78,3125.128,5017.871,2039.784,8142.999,7057.655,5164.913,12134.31,3692.147,6000.804,2441.361,9692.951,8442.165,6133.508
"MS",2007,1.010322,.9314469,1.018188,1.135952,.9857562,1.046214,1.001674,1.027503,.9474743,1.035657,1.152636,1.002916,1.063511,1.018474,9761.585,2989.729,5122.724,1649.132,8112.453,6771.855,4638.861,11498.07,3493.609,6054.623,1949.837,9548.232,8004.46,5443.446
"MS",2008,1.010211,.9399772,1.013274,1.140776,.9864634,1.041689,1.006664,1.025533,.9541141,1.028938,1.155651,1.001723,1.05724,1.02157,9926.603,3014.122,5331.215,1581.266,8345.337,6912.481,4595.388,11601.76,3498.81,6245.818,1857.128,9744.628,8102.946,5355.938
"MS",2009,1.014426,.9451522,1.016106,1.158581,.9893892,1.047148,1.012524,1.03049,.960211,1.032452,1.173558,1.005404,1.063344,1.028258,9877.088,3107.83,5249.193,1520.065,8357.022,6769.258,4627.895,11612.97,3627.611,6184.416,1800.945,9812.027,7985.361,5428.557
"MS",2010,1.016756,.9482297,1.012983,1.133363,.9867246,1.04937,1.020139,1.032962,.963209,1.029311,1.149627,1.002646,1.065816,1.036247,9870.277,3118.599,4660.846,2090.833,7779.445,6751.679,5209.433,11599.99,3638.28,5487.282,2474.433,9125.563,7961.715,6112.712
"MS",2011,1.030191,.9557328,1.016191,1.173729,.9911478,1.066146,1.042141,1.046097,.9705396,1.032105,1.189386,1.006741,1.082182,1.058079,9702.323,3090.097,4449.604,2162.622,7539.701,6612.226,5252.72,11392.14,3600.398,5233.622,2558.123,8834.02,7791.744,6158.521
"MS",2012,1.034307,.9700233,1.016872,1.214971,.9977912,1.067247,1.051265,1.047819,.9830335,1.030808,1.22593,1.011425,1.080732,1.064389,9419.839,3127.372,4619.267,1673.2,7746.639,6292.466,4800.572,11030.61,3641.197,5414.213,1975.203,9055.41,7389.416,5616.399
"MS",2013,1.025646,.9705351,1.010026,1.204947,.9938138,1.055144,1.041303,1.039765,.9840738,1.02453,1.21684,1.007995,1.069299,1.055082,9169.035,3141.38,4567.409,1460.246,7708.789,6027.655,4601.626,10664.08,3631.188,5320.813,1712.084,8952.001,7032.896,5343.272
"MS",2014,1.023524,.972069,1.011293,1.196452,.9950262,1.051972,1.035877,1.038942,.986675,1.027192,1.209859,1.010445,1.067617,1.050825,9108.73,3195.513,4561.048,1352.17,7756.562,5913.218,4547.683,10597.45,3698.703,5310.931,1587.814,9009.634,6898.744,5286.517
"MS",2015,1.027025,.9772,1.012192,1.208005,.9978949,1.054083,1.042429,1.041287,.9909325,1.026829,1.220198,1.012217,1.068421,1.056338,9351.946,3243.34,4743.511,1365.095,7986.851,6108.605,4608.435,10862.5,3748.063,5517.175,1597.257,9265.238,7114.432,5345.32
"MT",1995,1.048489,.9213158,1.012327,1.918576,.9705209,1.141176,1.084103,1.05688,.9254774,1.01897,1.948562,.9760288,1.152471,1.094152,8538.685,3515.377,4208.518,814.7894,7723.895,5023.307,4330.167,11123.42,4571.053,5475.932,1076.433,10046.98,6552.364,5647.485
"MT",1996,1.044533,.9275607,1.019961,1.818182,.9759048,1.135679,1.067267,1.05283,.9322558,1.02689,1.844637,.9817768,1.146593,1.076793,8546.637,3662.535,4088.708,795.3943,7751.242,4884.102,4457.929,11126.46,4759.636,5317.476,1049.345,10077.11,6366.821,5808.981
"MT",1997,1.042867,.926413,1.019892,1.852432,.9742795,1.138084,1.063411,1.051042,.9307757,1.026513,1.881495,.9798443,1.149034,1.072976,8790.137,3869.469,4131.982,788.6859,8001.451,4920.668,4658.154,11441.19,5023.42,5376.668,1041.103,10400.09,6417.771,6064.523
"MT",1998,1.047608,.9342403,1.017805,1.802899,.9767965,1.139866,1.073575,1.056211,.9391001,1.024745,1.828975,.9827119,1.151318,1.083559,9174.564,4034.422,4249.392,890.7513,8283.813,5140.143,4925.173,12030.94,5281.04,5563.38,1186.522,10844.42,6749.902,6467.562
"MT",1999,1.046398,.9344903,1.014937,1.723206,.9743411,1.140231,1.071901,1.0538,.9385583,1.020746,1.743972,.9792789,1.150156,1.080538,9234.692,4132.776,4112.647,989.2692,8245.423,5101.916,5122.045,12443.37,5557.136,5533.642,1352.595,11090.78,6886.236,6909.731
"MT",2000,1.05708,.9506918,1.019577,1.665213,.984916,1.144052,1.087043,1.066631,.957009,1.027343,1.686261,.9919639,1.155932,1.097945,9557.881,4232.199,4221.649,1104.033,8453.848,5325.682,5336.232,13033.36,5757.284,5747.589,1528.484,11504.87,7276.073,7285.768
"MT",2001,1.056211,.9588328,1.017043,1.652082,.9896311,1.12777,1.091779,1.065734,.9654852,1.024705,1.674565,.9968287,1.139187,1.102924,9750.216,4068.144,4612.33,1069.742,8680.474,5682.072,5137.886,13197.3,5494.775,6235.322,1467.2,11730.1,7702.521,6961.975
"MT",2002,1.061844,.9471551,1.007055,1.694986,.9796439,1.13992,1.11243,1.070906,.9525694,1.01379,1.717664,.9857818,1.151217,1.123502,10024.54,3988.38,4771.654,1264.507,8760.034,6036.161,5252.887,13608.81,5401.535,6466.657,1740.623,11868.19,8207.28,7142.158
"MT",2003,1.052768,.9528072,1.005271,1.546883,.9807504,1.121639,1.094029,1.060006,.9568809,1.010737,1.563607,.9855731,1.130807,1.102685,10223.97,4102.716,4716.072,1405.186,8818.787,6121.258,5507.902,13957.59,5586.466,6426.67,1944.457,12013.14,8371.128,7530.923
"MT",2004,1.055913,.9509117,1.007972,1.538682,.9804302,1.131145,1.094723,1.062258,.9538003,1.012726,1.554707,.9842921,1.139702,1.102253,10561.36,4340.337,4691.509,1529.511,9031.846,6221.02,5869.848,14335.17,5876.562,6357.33,2101.274,12233.89,8458.604,7977.836
"MT",2005,1.066683,.9622384,1.023176,1.544468,.994092,1.140571,1.102828,1.073487,.9650049,1.0284,1.563517,.9981538,1.14998,1.110859,10500.35,4277.273,4731.404,1491.673,9008.677,6223.077,5768.946,14287.65,5805.158,6428.371,2054.117,12233.53,8482.488,7859.275
"MT",2006,1.067366,.9588433,1.032777,1.567966,.9977093,1.144788,1.097006,1.075847,.9636267,1.03975,1.589307,1.003681,1.155597,1.106763,10959.64,4483.912,5029.559,1446.172,9513.471,6475.731,5930.084,14716.2,6003.703,6749.93,1962.569,12753.63,8712.498,7966.272
"MT",2007,1.069517,.9606532,1.036367,1.598275,1.001842,1.143388,1.100397,1.079018,.9664075,1.044654,1.620112,1.009007,1.155157,1.111,11504.43,4570.006,5519.108,1415.312,10089.11,6934.42,5985.318,15145.77,6000.109,7261.145,1884.52,13261.25,9145.664,7884.629
"MT",2008,1.065418,.9643406,1.041628,1.564621,1.007092,1.132833,1.088762,1.07507,.970285,1.050373,1.586585,1.014629,1.144679,1.099296,11884.1,4677.673,5863.288,1343.143,10540.96,7206.43,6020.815,15567.72,6109.297,7678.084,1780.336,13787.38,9458.421,7889.633
"MT",2009,1.054172,.9481132,1.023693,1.604469,.988884,1.128398,1.082558,1.062005,.9523419,1.029941,1.626408,.9942831,1.138302,1.09191,12329.8,4983,5914.278,1432.52,10897.28,7346.798,6415.52,16183.66,6513.846,7766.454,1903.364,14280.3,9669.818,8417.209
"MT",2010,1.030272,.9454135,1.007232,1.34047,.9789802,1.085021,1.050373,1.037242,.9498191,1.012975,1.355646,.9841301,1.093473,1.058385,12204.11,4713.052,5662.909,1828.149,10375.96,7491.059,6541.201,15903.53,6127.482,7372.575,2403.477,13500.06,9776.051,8530.959
"MT",2011,1.02431,.9397686,1.002983,1.326642,.9725325,1.083368,1.04124,1.030879,.9440862,1.00821,1.341264,.9773582,1.091285,1.048875,11940.17,4834.678,5263.119,1842.375,10097.8,7105.494,6677.053,15489.94,6255.868,6826.837,2407.233,13082.71,9234.07,8663.101
"MT",2012,1.02667,.9385011,1.003275,1.432563,.9731353,1.088216,1.047615,1.033915,.9427543,1.009312,1.449859,.9783493,1.097363,1.055888,11640.57,4706.739,5474.897,1458.934,10181.64,6933.831,6165.672,14807.09,5973.54,6953.617,1879.938,12927.16,8833.555,7853.477
"MT",2013,1.025423,.9348682,1.001596,1.463947,.9706455,1.088958,1.047123,1.0325,.9389579,1.007303,1.482365,.9756041,1.09797,1.055389,11730.89,4754.28,5566.254,1410.359,10320.53,6976.613,6164.639,14799.16,5985.875,7010.956,1802.332,12996.83,8813.287,7788.206
"MT",2014,1.019034,.9335691,1.001603,1.444597,.969956,1.080182,1.035094,1.024517,.9362888,1.005862,1.462226,.9735179,1.087463,1.041686,11858.39,4872.018,5669.187,1317.19,10541.21,6986.376,6189.208,14963.32,6134.651,7148.061,1680.61,13282.71,8828.671,7815.261
"MT",2015,1.040255,.9335316,1.009366,1.611388,.9738513,1.117393,1.068348,1.048599,.9380839,1.015994,1.635478,.9795274,1.128225,1.078209,12325.94,5080.904,5841.165,1403.87,10922.07,7245.034,6484.774,15553.54,6395.699,7362.901,1794.945,13758.6,9157.846,8190.644
"NC",1995,.9937525,.9254456,1.010874,1.122995,.9838167,1.022213,.9640302,1.011376,.9415976,1.028357,1.142074,1.001169,1.03997,.9815918,8180.372,2377.064,5206.042,597.2646,7583.107,5803.307,2974.329,8914.185,2559.393,5694.256,660.5355,8253.648,6354.792,3219.929
"NC",1996,.9905174,.92684,1.011332,1.112463,.9818161,1.021326,.9583244,1.007666,.9421619,1.028445,1.131124,.9986985,1.038691,.9750447,8330.339,2686.434,5077.434,566.4704,7763.868,5643.904,3252.905,9051.016,2876.337,5548.802,625.8759,8425.139,6174.678,3502.213
"NC",1997,.9956312,.9360086,1.013544,1.104431,.9877207,1.022478,.9661881,1.012678,.9519407,1.030406,1.122478,1.00457,1.039537,.9831797,8341.555,2563.906,5201.923,575.7253,7765.83,5777.648,3139.632,9071.505,2753.19,5683.055,635.2589,8436.246,6318.314,3388.449
"NC",1998,1.003382,.9412892,1.020469,1.109545,.9956303,1.029034,.9730585,1.021142,.957237,1.038331,1.128443,1.013196,1.047063,.9902532,8885.777,2571.091,5699.409,615.2789,8270.499,6314.688,3186.369,9644.281,2753.732,6213.863,676.6866,8967.595,6890.549,3430.418
"NC",1999,.9990536,.9258988,1.019013,1.116577,.990952,1.027775,.9613963,1.016632,.9417069,1.036539,1.134869,1.008355,1.045446,.978532,9686.38,2698.265,6351.472,636.6426,9049.737,6988.114,3334.908,10453.2,2868.048,6888.11,697.0389,9756.158,7585.149,3565.087
"NC",2000,1.000133,.9280614,1.019862,1.11338,.9919325,1.028677,.9636889,1.018848,.9445949,1.03883,1.132839,1.010476,1.047768,.9815298,9888.986,2775.968,6434.257,678.7615,9210.225,7113.019,3454.729,10680.39,2961.337,6976.157,742.8922,9937.494,7719.049,3704.229
"NC",2001,.9922714,.912617,1.019441,1.105464,.984127,1.02779,.9470879,1.012063,.9305971,1.039102,1.125993,1.003729,1.04761,.9664052,10133.2,3088.825,6353.015,691.3633,9441.84,7044.378,3780.189,10883.4,3267.185,6862.105,754.1052,10129.29,7616.21,4021.291
"NC",2002,.9928128,.9200581,1.016084,1.101679,.983517,1.025878,.9565874,1.011232,.9360107,1.034701,1.121565,1.001653,1.04473,.9742126,9858.468,3045.344,6024.339,788.7844,9069.684,6813.124,3834.128,10589.58,3224.491,6504.604,860.4828,9729.096,7365.087,4084.974
"NC",2003,.9924673,.9294078,1.009485,1.099413,.9821569,1.020966,.9668552,1.006932,.9415705,1.024264,1.115249,.9963089,1.036005,.9806249,9710.085,2990.892,5850.28,868.9131,8841.172,6719.193,3859.805,10405.71,3169.03,6290.729,945.9487,9459.76,7236.678,4114.979
"NC",2004,.9905903,.9191619,1.0153,1.088662,.9803281,1.025661,.9570273,1.004067,.9304728,1.028736,1.102868,.9935316,1.039299,.9700148,10006.62,3256.229,5787.093,963.3022,9043.322,6750.396,4219.531,10759.68,3441.016,6264.935,1053.73,9705.951,7318.665,4494.746
"NC",2005,.9896493,.8901222,1.023468,1.12075,.9753802,1.037619,.9435906,1.007975,.9053025,1.041871,1.141094,.9932507,1.056416,.9611951,9997.067,3189.436,5801.751,1005.88,8991.188,6807.632,4195.316,10868.01,3415.669,6342.493,1109.845,9758.162,7452.338,4525.515
"NC",2006,.995773,.9084123,1.024326,1.109392,.9832672,1.036713,.9560582,1.011776,.9214633,1.040806,1.126791,.9989496,1.05341,.9710003,9987.685,3137.331,5839.956,1010.397,8977.287,6850.353,4147.728,10889.52,3380.819,6393.767,1114.932,9774.586,7508.699,4495.75
"NC",2007,.9809915,.861858,1.031659,1.118709,.9676092,1.043408,.9144714,.9995589,.878422,1.049635,1.137001,.9859872,1.061502,.932691,10670.94,3591.932,6111.076,967.9293,9703.008,7079.005,4559.861,11601.06,3841.891,6691.509,1067.661,10533.4,7759.17,4909.552
"NC",2008,.996457,.9006459,1.031269,1.118314,.9845236,1.042788,.9474129,1.015574,.9184923,1.049981,1.137566,1.003472,1.061636,.9664778,10638.31,3408.149,6260.615,969.5483,9668.764,7230.163,4377.697,11612.36,3672.104,6869.442,1070.81,10541.55,7940.251,4742.913
"NC",2009,.9672778,.8606983,1.022593,1.103068,.9543377,1.033976,.9053813,.9842089,.8749937,1.039046,1.119651,.9710539,1.050514,.9214437,11726.11,4416.162,6261.664,1048.281,10677.83,7309.945,5464.442,12712.79,4696.51,6860.05,1156.226,11556.56,8016.276,5852.736
"NC",2010,.9666919,.879261,1.024381,1.084639,.9516672,1.036637,.9208909,.9824814,.8916797,1.040216,1.100642,.9670893,1.052555,.9354014,12504.51,5448.393,5605.762,1450.354,11054.15,7056.117,6898.747,13389.03,5713.372,6091.731,1583.924,11805.1,7675.655,7297.296
"NC",2011,1.00134,.9385668,1.023992,1.071686,.9899082,1.034143,.9770932,1.015456,.9512304,1.038217,1.085717,1.003906,1.048359,.9907928,10485.87,3546.827,5449.468,1489.578,8996.295,6939.046,5036.405,11304.2,3772.816,5909.629,1621.757,9682.444,7531.386,5394.573
"NC",2012,1.011418,.9538463,1.022214,1.072812,1.00133,1.031895,.9954578,1.025461,.9664921,1.036478,1.086849,1.015298,1.046143,1.009052,9028.238,2336.393,5399.228,1292.617,7735.621,6691.845,3629.01,9751.463,2496.85,5849.432,1405.18,8346.282,7254.612,3902.03
"NC",2013,1.014347,.9536089,1.023273,1.098481,1.002685,1.035639,.9998623,1.030182,.9684561,1.039224,1.113624,1.018498,1.051522,1.015412,8818.748,2256.774,5467.449,1094.525,7724.224,6561.974,3351.299,9517.953,2410.308,5916.041,1191.605,8326.349,7107.645,3601.913
"NC",2014,1.006021,.9334019,1.026986,1.097859,.9945149,1.038394,.9770303,1.022161,.9473415,1.043491,1.113958,1.010531,1.05488,.9923031,9351.95,2836.817,5452.574,1062.559,8289.392,6515.133,3899.376,10061.74,3010.354,5896.86,1154.531,8907.214,7051.391,4164.885
"NC",2015,1.008397,.9369391,1.022291,1.093246,.9969653,1.033699,.9857475,1.024392,.951616,1.038399,1.108798,1.012916,1.049762,1.001362,8973.826,2310.312,5578.506,1085.008,7888.818,6663.514,3395.32,9666.806,2459.607,6029.118,1178.08,8488.725,7207.198,3637.687
"ND",1995,1.073938,.9482901,1.041486,1.974747,.9899402,1.202596,1.096378,1.082624,.9542159,1.048222,1.995869,.9963624,1.21313,1.106496,7834.602,3893.411,3188.044,753.1472,7081.454,3941.191,4646.558,9942.271,4920.753,4053.072,968.4468,8973.825,5021.519,5889.2
"ND",1996,1.060452,.9565766,1.048117,1.766331,.9979616,1.165726,1.069213,1.068614,.9626007,1.055121,1.783893,1.004558,1.175302,1.078234,7796.099,3865.373,3232.171,698.5544,7097.544,3930.726,4563.927,9893.447,4886.671,4109.86,896.9164,8996.531,5006.777,5783.587
"ND",1997,1.056111,.9505138,1.038246,1.829652,.9894173,1.167075,1.068436,1.064631,.9568546,1.045248,1.848871,.9961824,1.177041,1.078055,7938.318,4004.137,3232.164,702.0173,7236.301,3934.181,4706.154,10068.59,5058.614,4108.341,901.6345,9166.955,5009.975,5960.249
"ND",1998,1.053993,.9525011,1.032163,1.768726,.9876193,1.160325,1.068752,1.063071,.9592342,1.03978,1.787821,.9948568,1.171041,1.078873,8502.152,4289.616,3419.351,793.1852,7708.967,4212.536,5082.801,10814.82,5434.606,4357.635,1022.577,9792.242,5380.212,6457.183
"ND",1999,1.040867,.949569,1.038762,1.637974,.987101,1.144383,1.04219,1.050659,.9570978,1.047196,1.655848,.9952267,1.155493,1.052851,8881.38,4665.037,3427.616,788.7274,8092.653,4216.344,5453.764,11444.65,5976.409,4434.946,1033.293,10411.36,5468.239,7009.702
"ND",2000,1.047017,.9451442,1.040364,1.671157,.9854656,1.159518,1.051189,1.057211,.9533748,1.048924,1.68813,.9940408,1.170661,1.06244,9291.864,4826.723,3579.127,886.014,8405.85,4465.142,5712.737,11943.77,6171.569,4616.829,1155.368,10788.4,5772.197,7326.938
"ND",2001,1.04854,.944699,1.039253,1.667421,.9844562,1.163382,1.054257,1.05854,.9524232,1.047942,1.685012,.9927557,1.174821,1.065094,9378.996,4865.028,3569.647,944.3215,8434.675,4513.968,5809.35,12092.62,6243.562,4615.062,1233.998,10858.62,5849.06,7477.56
"ND",2002,1.049766,.9335849,1.0495,1.679733,.9811237,1.181794,1.049923,1.059687,.9409475,1.058075,1.696486,.9892409,1.193128,1.06064,9818.273,5152.712,3630.897,1034.664,8783.609,4665.562,6187.376,12556.89,6553.732,4660.817,1342.337,11214.55,6003.155,7896.07
"ND",2003,1.036043,.9376172,1.033393,1.514665,.9762599,1.147164,1.037526,1.043459,.9432418,1.039627,1.526167,.982332,1.155397,1.045614,10225.11,5365.139,3666.42,1193.548,9031.559,4859.968,6558.687,13041.52,6807.251,4692.714,1541.558,11499.97,6234.272,8348.81
"ND",2004,1.049515,.9502978,1.035681,1.532238,.9865966,1.152199,1.057854,1.056203,.9553086,1.041316,1.542804,.9920149,1.159721,1.065213,10661.09,5365.424,4003.844,1291.826,9369.268,5295.67,6657.25,13468.73,6748.396,5070.346,1649.99,11818.74,6720.336,8398.387
"ND",2005,1.071811,.9416375,1.042184,1.733837,.9833754,1.210571,1.088929,1.079224,.9469918,1.048009,1.746536,.9890732,1.219068,1.097322,10939.53,5566.288,3993.375,1379.867,9559.662,5373.242,6946.155,13809.41,6998.148,5051.187,1760.075,12049.33,6811.262,8758.223
"ND",2006,1.056318,.9406352,1.042464,1.622419,.9818122,1.184872,1.064021,1.064957,.9476083,1.049687,1.635463,.9890368,1.194332,1.073479,11300.46,5870.9,4031.878,1397.678,9902.778,5429.556,7268.578,14145,7319.777,5057.833,1767.39,12377.61,6825.223,9087.167
"ND",2007,1.05557,.9363635,1.046705,1.659693,.9800013,1.194002,1.060375,1.06254,.9414583,1.052572,1.671909,.9855474,1.202152,1.067961,11583.07,6141.271,4067.53,1374.265,10208.8,5441.795,7515.535,14450.84,7634.98,5085.158,1730.699,12720.14,6815.857,9365.68
"ND",2008,1.052542,.9382586,1.047797,1.678335,.9819246,1.186908,1.05519,1.059894,.9438106,1.053929,1.692146,.9878659,1.195386,1.063237,12076.13,6441.25,4323.514,1311.366,10764.76,5634.881,7752.616,15006.95,7976.12,5386.178,1644.65,13362.3,7030.828,9620.771
"ND",2009,1.053612,.9417325,1.044688,1.614244,.9839607,1.177099,1.058738,1.057568,.9443001,1.047984,1.62185,.9869118,1.181997,1.063083,12676.16,6566.909,4620.048,1489.202,11186.96,6109.25,8056.11,15629.28,8077.325,5702.318,1849.638,13779.64,7551.956,9926.963
"ND",2010,1.042893,.9528989,1.007971,1.304648,.9826774,1.096517,1.070287,1.045984,.9550917,1.010458,1.309628,.9850672,1.099945,1.073874,14116.26,5208.942,6177.223,2730.098,11386.17,8907.32,7939.04,17215.64,6337.207,7536.24,3342.198,13873.45,10878.44,9679.405
"ND",2011,1.040934,.9215177,1.000956,1.60663,.9664444,1.115342,1.080872,1.042096,.9220717,1.001822,1.610231,.9671883,1.116817,1.082342,13568.28,5135.435,6748.769,1684.075,11884.2,8432.844,6819.509,16177.21,6119.142,8047.365,2010.706,14166.51,10058.07,8129.849
"ND",2012,1.030015,.9346153,1.008074,1.519546,.9757257,1.092666,1.052289,1.029762,.9348292,1.008,1.516308,.9757791,1.0921,1.051853,13598.85,5332.462,6833.702,1432.689,12166.16,8266.391,6765.151,15820.63,6203.585,7950.131,1666.918,14153.72,9617.049,7870.503
"ND",2013,1.022907,.9292731,1.012081,1.539226,.974684,1.088796,1.033802,1.020762,.9283479,1.010251,1.529857,.9732589,1.085812,1.031338,13517.14,5526.036,6771.47,1219.634,12297.51,7991.104,6745.67,15332.82,6270.34,7681.259,1381.223,13951.6,9062.482,7651.563
"ND",2014,1.020733,.9116181,1.006943,1.55652,.9727664,1.07425,1.040475,1.020649,.9124445,1.007295,1.550625,.9733185,1.073665,1.039799,14544.08,4724.841,8549.146,1270.091,13273.99,9819.238,5994.932,16504.57,5358.631,9708.803,1437.138,15067.43,11145.94,6795.769
"ND",2015,1.023237,.9240354,1.006181,1.571707,.9763668,1.073069,1.047471,1.021955,.9238503,1.005315,1.56297,.975759,1.071213,1.045611,14802.09,4899.917,8672.486,1229.684,13572.4,9902.17,6129.601,16787.46,5556.08,9838.79,1392.587,15394.87,11231.38,6948.667
"NE",1995,1.009261,.9864653,1.02204,1.209219,.998288,1.048567,1.003383,1.018631,.9926238,1.036455,1.229875,1.007154,1.063692,1.010457,9646.835,6091.61,3043.195,512.0296,9134.805,3555.225,6603.64,11826.58,7478.896,3725.186,622.4939,11204.08,4347.68,8101.39
"NE",1996,1.007457,.9889006,1.01238,1.221186,.9965369,1.04073,1.005252,1.019576,.9977227,1.029544,1.247459,1.008065,1.058858,1.01511,9647.984,6181.992,2986.804,479.1883,9168.796,3465.993,6661.18,11842.77,7592.592,3667.55,582.6256,11260.14,4250.175,8175.217
"NE",1997,1.009826,.9893367,1.016959,1.20167,.9988994,1.043055,1.006352,1.02637,1.003287,1.03684,1.230975,1.0149,1.063901,1.021265,9740.215,6012.485,3192.612,535.1179,9205.098,3727.73,6547.603,11924.91,7366.367,3912.364,646.1804,11278.73,4558.544,8012.547
"NE",1998,1.009735,.986284,1.024628,1.170452,.999737,1.04659,1.002391,1.027525,1.001711,1.045354,1.200041,1.017015,1.06825,1.018722,9838.317,5997.663,3254.717,585.9369,9252.38,3840.654,6583.6,11900.1,7263.759,3940.656,695.6803,11204.42,4636.337,7959.439
"NE",1999,1.00335,.9756979,1.018398,1.163421,.9925775,1.039495,.9944975,1.021648,.9924873,1.037455,1.194425,1.010241,1.059945,1.012351,10373.39,5859.688,3848.342,665.358,9708.03,4513.7,6525.046,12633.35,7149.601,4686.744,797.0009,11836.34,5483.745,7946.602
"NE",2000,1.014031,.98259,1.03303,1.197279,1.002218,1.056373,1.003084,1.037144,1.003853,1.057421,1.234181,1.024654,1.082226,1.02548,10413.69,5958.244,3813.774,641.6705,9772.018,4455.444,6599.914,12691.26,7277.279,4643.307,770.6716,11920.59,5413.979,8047.95
"NE",2001,1.015131,.9809374,1.045773,1.164212,1.004941,1.064232,.9988817,1.037614,1.001907,1.069868,1.194989,1.027061,1.089061,1.020485,10593.95,6222.187,3683.182,688.5831,9905.369,4371.766,6910.77,12782.99,7517.08,4449.091,816.8199,11966.17,5265.911,8333.9
"NE",2002,1.009114,.9724147,1.044565,1.129734,.9998764,1.058831,.9897261,1.026792,.9885392,1.06418,1.151099,1.017374,1.078591,1.006272,11251.94,6448.64,3992.787,810.5099,10441.43,4803.296,7259.15,13564.59,7771.397,4825.46,967.7305,12596.86,5793.191,8739.127
"NE",2003,1.013806,.974729,1.045763,1.156337,1.001356,1.066659,.9969931,1.026203,.9863633,1.059733,1.16829,1.013894,1.080093,1.008516,11355.51,6502.373,3927.573,925.5598,10429.95,4853.133,7427.932,13716,7853.872,4752.771,1109.359,12606.64,5862.129,8963.23
"NE",2004,1.015919,.9726228,1.057001,1.166588,1.002435,1.07915,.996203,1.025028,.9813921,1.06728,1.174189,1.011753,1.088781,1.00472,11586.31,6845.984,3773.527,966.8024,10619.51,4740.329,7812.787,13903.16,8216.135,4533.09,1153.932,12749.22,5687.023,9370.067
"NE",2005,1.017922,.9666821,1.067325,1.173951,1.001038,1.09299,.9959306,1.02704,.9749758,1.078449,1.181706,1.010296,1.103312,1.004159,11855.43,7002.997,3673.289,1179.147,10676.29,4852.436,8182.143,14147.82,8356.129,4384.231,1407.459,12740.36,5791.689,9763.588
"NE",2006,1.028039,.9867349,1.060542,1.185315,1.012006,1.089169,1.013387,1.045825,1.003791,1.079885,1.202906,1.0298,1.108162,1.030511,12283.95,7295.13,3831.421,1157.402,11126.55,4988.823,8452.533,14681.19,8725.236,4571.848,1384.108,13297.08,5955.956,10109.34
"NE",2007,1.031027,.9781379,1.078259,1.225016,1.012313,1.110597,1.009678,1.043273,.9908277,1.0909,1.235698,1.024879,1.122656,1.021817,12387.79,7393.45,3878.609,1115.736,11272.06,4994.345,8509.186,14891,8909.571,4651.722,1329.706,13561.29,5981.428,10239.28
"NE",2008,1.040472,.9842157,1.081522,1.25205,1.019305,1.118556,1.020452,1.056295,.9998568,1.098319,1.267298,1.035336,1.134835,1.035805,12336.26,7125.663,4062.397,1148.205,11188.06,5210.602,8273.868,15012.23,8680.623,4943.45,1388.157,13624.07,6331.607,10068.78
"NE",2009,1.03188,.9748545,1.080712,1.235803,1.014029,1.11038,1.006693,1.042982,.9861503,1.092123,1.246087,1.025288,1.121509,1.017698,12823.28,7374.43,4390.257,1058.592,11764.69,5448.849,8433.021,15512.46,8935.255,5302.445,1274.76,14237.7,6577.205,10210.01
"NE",2010,1.019729,.9677048,1.046595,1.186061,.9967322,1.084687,1.006896,1.024904,.973564,1.05256,1.187181,1.002486,1.089439,1.011788,13228.34,7288.959,4293.109,1646.275,11582.07,5939.384,8935.234,15896.96,8786.49,5134.7,1975.767,13921.19,7110.467,10762.26
"NE",2011,1.017655,.9789714,1.031674,1.135023,.997663,1.065205,1.011559,1.025796,.9861603,1.043235,1.141291,1.006261,1.075049,1.018278,13236.21,7256.921,4019.487,1959.799,11276.41,5979.286,9216.721,15831.02,8720.572,4781.139,2329.313,13501.71,7110.452,11049.89
"NE",2012,1.019671,.9692623,1.049017,1.240689,.9969499,1.092808,1.006189,1.023209,.9720604,1.056213,1.241835,1.000978,1.098599,1.008248,12458.82,7318.782,3939.544,1200.489,11258.33,5140.033,8519.271,14991.15,8861.933,4699.49,1429.73,13561.42,6129.22,10291.66
"NE",2013,1.025815,.9742289,1.053278,1.265748,1.002013,1.100047,1.012906,1.034047,.9808058,1.065704,1.274805,1.010337,1.111841,1.019377,12510.33,7325.932,4016.135,1168.259,11342.07,5184.394,8494.19,15085.94,8887.5,4798.922,1399.513,13686.42,6198.436,10287.01
