State,Year,revratio_all,revratio_lo,revratio_st,revratio_fe,revratio_stlo,revratio_stfe,revratio_lofe,adjrevratio_all,adjrevratio_lo,adjrevratio_st,adjrevratio_fe,adjrevratio_stlo,adjrevratio_stfe,adjrevratio_lofe,revpp_all_2015dol,revpp_lo_2015dol,revpp_st_2015dol,revpp_fe_2015dol,revpp_stlo_2015dol,revpp_stfe_2015dol,revpp_lofe_2015dol,adj_revpp_all_2015dol,adj_revpp_lo_2015dol,adj_revpp_st_2015dol,adj_revpp_fe_2015dol,adj_revpp_stlo_2015dol,adj_revpp_stfe_2015dol,adj_revpp_lofe_2015dol
"IA",2014,.9992164,.933267,1.035544,1.187764,.9881226,1.050592,.961926,1.003082,.9390329,1.038628,1.18423,.9923971,1.053067,.9666762,12621.05,5475.191,6425.843,720.0118,11901.04,7145.855,6195.203,15043.72,6534.589,7649.824,859.3098,14184.41,8509.134,7393.898
"IA",2015,1.000848,.9348362,1.035334,1.192196,.9900236,1.049983,.9635263,1.008128,.9438474,1.042025,1.192332,.9976987,1.056089,.9715372,13011.81,5503.381,6793.966,714.4676,12297.35,7508.434,6217.849,15499.78,6566.093,8082.653,851.0372,14648.75,8933.69,7417.13
"ID",1995,1.005632,.955201,1.019005,1.108384,.9974611,1.028586,.9844001,1.012172,.9616462,1.02563,1.113033,1.004045,1.035106,.9908334,7005.786,2176.899,4305.912,522.9755,6482.811,4828.887,2699.875,8396.88,2604.207,5158.328,634.3463,7762.534,5792.674,3238.553
"ID",1996,1.006367,.9515883,1.02083,1.108966,.9986464,1.029616,.9815214,1.013242,.9583167,1.027701,1.114268,1.005526,1.036437,.988396,7046.586,2083.73,4462.745,500.1107,6546.476,4962.856,2583.841,8439.453,2486.867,5345.437,607.1484,7832.304,5952.585,3094.016
"ID",1997,1.004156,.947315,1.021476,1.109875,.9966926,1.02995,.9756657,1.011476,.954959,1.028508,1.115958,1.00399,1.036995,.9834406,7265.871,2249.333,4530.098,486.439,6779.432,5016.537,2735.772,8696.127,2682.961,5422.979,590.1863,8105.94,6013.165,3273.148
"ID",1998,1.00801,.9532525,1.022942,1.116428,1.000174,1.032005,.9828132,1.014741,.9597693,1.029736,1.121426,1.006923,1.038728,.9894336,7812.888,2362.013,4916.134,534.7402,7278.147,5450.875,2896.754,9417.275,2838.636,5925.971,652.6676,8764.607,6578.638,3491.304
"ID",1999,1.007758,.9451314,1.0257,1.135445,.9984975,1.03653,.978782,1.014773,.9516248,1.032949,1.140066,1.005559,1.043641,.9853952,8188.268,2555.362,5069.47,563.4364,7624.831,5632.906,3118.798,9837.781,3059.491,6092.768,685.5227,9152.259,6778.29,3745.014
"ID",2000,1.006794,.9311395,1.030304,1.1331,.9966053,1.041497,.9698822,1.015172,.9399852,1.038543,1.138257,1.005131,1.049498,.9784434,8173.259,2545.955,5007.627,619.6779,7553.582,5627.305,3165.632,9858.728,3061.202,6042.519,755.0062,9103.722,6797.525,3816.208
"ID",2001,1.0084,.9309195,1.030527,1.143244,.997138,1.043107,.9732699,1.01767,.940271,1.039732,1.149829,1.006483,1.052153,.9826143,8606.453,2636.619,5295.19,674.6438,7931.809,5969.834,3311.263,10476.94,3197.659,6448.026,831.2539,9645.686,7279.28,4028.913
"ID",2002,1.009377,.9380128,1.029804,1.12178,.9989627,1.041066,.9777327,1.016197,.9445628,1.036762,1.125996,1.005867,1.047823,.9843371,8748.314,2666.255,5329.879,752.1813,7996.134,6082.06,3418.436,10746.74,3262.036,6547.938,936.7687,9809.974,7484.706,4198.805
"ID",2003,1.0066,.9392434,1.025011,1.117285,.9949813,1.037843,.98031,1.010733,.9429295,1.029291,1.119697,.9991291,1.042005,.9842334,8738.389,2744.025,5151.977,842.3866,7896.002,5994.364,3586.412,10824.5,3385.792,6381.834,1056.88,9767.625,7438.714,4442.671
"ID",2004,1.007727,.9434718,1.024829,1.112273,.9959719,1.037805,.9841025,1.010933,.9457743,1.028468,1.113914,.999203,1.041274,.9867148,8630.989,2729.938,5017.324,883.7286,7747.261,5901.052,3613.666,10777.18,3396.228,6264.788,1116.169,9661.016,7380.956,4512.396
"ID",2005,1.00517,.9253588,1.028696,1.126167,.9909534,1.04392,.974234,1.01141,.9316974,1.034953,1.129989,.9973048,1.049939,.9804757,8588.159,2775.538,4894.343,918.2792,7669.88,5812.622,3693.817,10765.75,3468.855,6133.405,1163.488,9602.26,7296.893,4632.344
"ID",2006,1.005891,.9180807,1.033942,1.140475,.99005,1.050913,.9708002,1.013685,.9257894,1.041803,1.146169,.9979149,1.058575,.9785348,8534.76,2858.858,4760.962,914.9395,7619.82,5675.901,3773.798,10545.84,3523.408,5880.865,1141.57,9404.272,7022.435,4664.979
"ID",2007,.9979008,.8829225,1.019886,1.127392,.9837369,1.033795,.9545525,1.00536,.8897251,1.027433,1.13268,.9912915,1.041147,.9617099,8729.974,2044.85,5809.407,875.7169,7854.257,6685.124,2920.567,10785.86,2509.515,7184.751,1091.595,9694.266,8276.346,3601.11
"ID",2008,1.012004,.9346006,1.024833,1.130643,.9997144,1.038115,.9877669,1.019101,.9392678,1.032518,1.137202,1.006716,1.045773,.9936666,8908.692,2224.776,5834.921,848.9957,8059.697,6683.917,3073.771,10822.33,2682.438,7097.087,1042.802,9779.525,8139.889,3725.24
"ID",2009,1.009185,.9338328,1.018731,1.1233,.9967212,1.032168,.9899935,1.01355,.9369006,1.023465,1.126409,1.001106,1.036788,.9935985,8998.596,2078.003,6018.466,902.1263,8096.47,6920.593,2980.129,11052.51,2539.94,7395.204,1117.364,9935.145,8512.568,3657.305
"ID",2010,1.001904,.9300947,1.012322,1.0558,.9882525,1.023787,.9884097,1.004549,.9333268,1.014888,1.057353,.9911065,1.026114,.991138,8873.544,2047.398,5016.457,1809.69,7063.854,6826.146,3857.087,10775.64,2474.323,6095.305,2206.01,8569.627,8301.314,4680.332
"ID",2011,1.008866,.9590586,1.016212,1.058216,1.000914,1.023787,.9963198,1.012438,.9619643,1.020235,1.060551,1.004642,1.027538,.9991476,8283.324,1891.856,5231.483,1159.986,7123.339,6391.469,3051.842,10186.9,2323.87,6429.874,1433.161,8753.744,7863.035,3757.03
"ID",2012,1.01032,.9506746,1.015616,1.095063,.9974126,1.029493,1.001509,1.014425,.9540553,1.020167,1.098168,1.001597,1.033864,1.004912,7640.878,1837.668,4777.033,1026.177,6614.701,5803.21,2863.845,9392.541,2261.598,5863.54,1267.404,8125.137,7130.944,3529.002
"ID",2013,1.002503,.9489655,1.007978,1.087639,.9912637,1.020368,.9930528,1.005123,.9508212,1.010959,1.089678,.993905,1.023259,.9950801,7532.995,1866.612,4774.455,891.9287,6641.066,5666.383,2758.541,9254.117,2294.306,5859.355,1100.457,8153.661,6959.812,3394.763
"ID",2014,1.003137,.9528455,1.008268,1.091541,.9922167,1.020603,.9943141,1.007649,.9572669,1.01292,1.095192,.9967802,1.025165,.9986132,7412.667,1894.423,4690.97,827.2735,6585.393,5518.243,2721.696,9103.771,2328.379,5754.958,1020.435,8083.337,6775.393,3348.813
"ID",2015,1.006562,.9539991,1.009935,1.114684,.9938087,1.024826,1.000652,1.014908,.9613288,1.018566,1.123339,1.002052,1.033532,1.008513,7904.699,2021.902,5034.914,847.8829,7056.816,5882.797,2869.785,9702.573,2482.04,6174.919,1045.613,8656.96,7220.533,3527.654
"IL",1995,1.003044,.8186883,1.270679,1.895822,.9567859,1.361323,.8934733,1.000062,.8198501,1.24648,1.848477,.9558916,1.330973,.8928918,10032.14,6432.696,3036.2,563.2456,9468.896,3599.446,6995.942,9803.509,6167.897,3086.028,549.5836,9253.925,3635.611,6717.48
"IL",1996,.951968,.7550456,1.262793,1.818941,.905967,1.347032,.8297319,.9582205,.7635212,1.249514,1.785397,.914156,1.328107,.8367554,9990.333,6461.907,2956.854,571.5718,9418.762,3528.426,7033.479,9775.171,6209.503,3007.424,558.2431,9216.928,3565.667,6767.747
"IL",1997,.9365653,.7518117,1.235986,1.700437,.8963197,1.305672,.8180782,.9499933,.7651815,1.23563,1.681759,.9111939,1.300723,.8306203,10139.59,6563.268,3008.595,567.7269,9571.863,3576.322,7130.995,9930.222,6316.977,3056.497,556.7479,9373.474,3613.244,6873.725
"IL",1998,.9518036,.7654983,1.248085,1.636605,.9114181,1.311494,.8333972,.9628257,.778006,1.244539,1.621587,.923876,1.3045,.8448247,10504.89,6735,3127.272,642.6226,9862.272,3769.895,7377.623,10250.93,6475.933,3148.611,626.382,9624.544,3774.993,7102.315
"IL",1999,.9667827,.7767385,1.230976,1.606802,.927944,1.288925,.8459484,.9765257,.7885361,1.227399,1.595544,.9390405,1.28265,.8566354,11178.02,6854.084,3630.383,693.5494,10484.47,4323.933,7547.634,10988.96,6639.381,3670.923,678.6587,10310.3,4349.581,7318.04
"IL",2000,.9581053,.7762988,1.176377,1.599771,.9157478,1.243794,.8520646,.9670125,.7876374,1.174966,1.583023,.9264619,1.238282,.8616515,11644.63,6951.498,3913.182,779.9464,10864.68,4693.128,7731.444,11510.3,6770.791,3972.959,766.5526,10743.75,4739.512,7537.344
"IL",2001,.9615539,.7772097,1.163409,1.676108,.9124481,1.24752,.8631811,.9679891,.7873329,1.159494,1.65015,.9212341,1.238007,.870772,11811.49,7006.514,3973.597,831.3798,10980.11,4804.977,7837.894,11630.88,6801.992,4015.518,813.3751,10817.51,4828.893,7615.367
"IL",2002,.9565781,.7672405,1.173115,1.632801,.9110538,1.246509,.8489676,.9624357,.7762813,1.167743,1.607612,.9187801,1.236691,.8562242,11814.06,6965.365,4035.935,812.7565,11001.3,4848.691,7778.121,11646.59,6764.53,4080.125,801.9365,10844.66,4882.062,7566.467
"IL",2003,.9562663,.7765793,1.153204,1.6056,.9079897,1.232669,.861544,.9617044,.7859118,1.146047,1.582173,.9151138,1.221531,.8693801,11770.04,6953.643,3927.876,888.5176,10881.52,4816.394,7842.16,11571.1,6732.01,3960.811,878.2839,10692.82,4839.094,7610.293
"IL",2004,.9587426,.7685601,1.166668,1.684733,.905461,1.257788,.8607305,.9616537,.7756599,1.157286,1.655567,.9104167,1.243459,.8658057,12203.37,7239.78,4035.411,928.1747,11275.19,4963.586,8167.955,11979.97,7009.093,4058.666,912.2095,11067.76,4970.875,7921.302
"IL",2005,.9724072,.8100147,1.173,1.532787,.9291968,1.241426,.8844464,.980482,.8195334,1.17311,1.52167,.9386806,1.238107,.8927953,12135.23,7390.448,3805.986,938.7941,11196.43,4744.78,8329.242,11812.47,7102.208,3797.413,912.8525,10899.62,4710.266,8015.061
"IL",2006,.9797912,.813933,1.224668,1.535734,.9381238,1.286458,.8839553,.9869376,.8230067,1.220473,1.522356,.9466073,1.279338,.8919256,12223.21,7735.36,3564.499,923.3479,11299.86,4487.847,8658.708,11753.29,7346.005,3517.904,889.383,10863.91,4407.287,8235.389
"IL",2007,.9850171,.8252948,1.220571,1.524195,.947305,1.276661,.8895079,.9924568,.834067,1.217611,1.512806,.955883,1.271101,.8974491,12643.22,7977.705,3773.593,891.92,11751.3,4665.513,8869.625,12086.91,7527.393,3705.189,854.3241,11232.58,4559.513,8381.717
"IL",2008,.9787359,.8207785,1.20227,1.507125,.9410776,1.258469,.885488,.9874262,.8306233,1.202707,1.49902,.950946,1.256242,.8943476,12832.78,8011.411,3901.402,919.9644,11912.81,4821.366,8931.376,12211.36,7535.252,3802.349,873.7583,11337.6,4676.107,8409.01
"IL",2009,.9769921,.8239645,1.157277,1.422314,.921722,1.236084,.9133493,.9853076,.8326275,1.161088,1.412578,.9314898,1.235282,.9211749,13572.58,8312.889,3648.744,1610.946,11961.63,5259.689,9923.834,13087.66,7916.376,3601.991,1569.292,11518.37,5171.284,9485.669
"IL",2010,.9716783,.8156912,1.124681,1.409249,.9155089,1.205603,.9103029,.9757255,.8204798,1.123329,1.395151,.9209298,1.20014,.9144489,13908.96,8110.875,4091.446,1706.634,12202.32,5798.081,9817.51,13472.18,7741.517,4056.832,1673.833,11798.35,5730.665,9415.35
"IL",2011,.9938003,.8341721,1.175406,1.465854,.9498332,1.238014,.9121829,.9959283,.8384902,1.169706,1.450913,.9533484,1.229468,.9152352,14395.19,8433.775,4621.811,1339.602,13055.59,5961.413,9773.377,14094.45,8160.184,4620.982,1313.282,12781.17,5934.264,9473.466
"IL",2012,.9934663,.8467004,1.182209,1.462685,.9588143,1.232975,.9082,.995844,.8502774,1.17764,1.4521,.9620763,1.226525,.9110847,14302.23,8621.605,4609.644,1070.98,13231.25,5680.623,9692.585,13981.04,8335.729,4598.669,1046.641,12934.4,5645.311,9382.371
"IL",2013,.9723411,.8374161,1.139807,1.425836,.9402407,1.189089,.894414,.9763792,.8423558,1.138503,1.417875,.9449983,1.186046,.8988196,14247.37,8551.674,4671.152,1024.546,13222.83,5695.698,9576.22,13946.54,8287.355,4654.589,1004.594,12941.95,5659.183,9291.949
"IL",2014,.9645325,.8321823,1.112168,1.45006,.9313363,1.166846,.89133,.9695752,.8379582,1.113152,1.4424,.9372107,1.165671,.8964133,14573.82,8593.839,4963.264,1016.72,13557.1,5979.984,9610.559,14275.18,8333.453,4947.009,994.7186,13280.46,5941.728,9328.172
"IL",2015,.9517696,.8122483,1.096004,1.3968,.9227026,1.139223,.8687226,.9591958,.8191634,1.101334,1.39353,.9306693,1.142977,.8754248,15135.14,8461.99,5671.895,1001.255,14133.88,6673.149,9463.245,14806.69,8194.919,5628.945,982.825,13823.86,6611.771,9177.744
"IN",1995,1.033665,.9453675,1.080913,1.39483,1.018046,1.104342,.9837009,1.032542,.9464614,1.07839,1.38507,1.017257,1.101317,.9839904,10360.13,4554.977,5356.267,448.8857,9911.244,5805.153,5003.862,11617.09,5103.782,6009.214,504.0927,11113,6513.307,5607.875
"IN",1996,1.022359,.9308589,1.06822,1.397995,1.00499,1.094245,.9735001,1.023601,.9341403,1.068195,1.390614,1.006591,1.093661,.9759609,9825.145,4273.262,5097.208,454.6747,9370.47,5551.882,4727.937,11010.44,4781.478,5718.827,510.1365,10500.3,6228.963,5291.615
"IN",1997,1.020003,.9520123,1.061957,1.372682,1.006954,1.083376,.9809808,1.02322,.9567439,1.064072,1.368291,1.010426,1.085066,.9851633,11725.66,5608.471,5680.316,436.8755,11288.79,6117.192,6045.347,13145.88,6282.956,6372.594,490.3281,12655.55,6862.922,6773.284
"IN",1998,1.022788,.947041,1.06474,1.367315,1.00787,1.08813,.9816056,1.025308,.9516013,1.065878,1.361053,1.010726,1.088737,.9854068,11151.32,5121.266,5549.623,480.4286,10670.89,6030.051,5601.695,12437.4,5705.805,6194.695,536.9015,11900.5,6731.597,6242.706
"IN",1999,1.028162,.9542189,1.065449,1.370632,1.012882,1.089252,.9901403,1.03122,.9589321,1.067465,1.365524,1.016266,1.090734,.9941478,11624.57,5221.866,5889.934,512.7724,11111.8,6402.706,5734.639,13061.84,5857.163,6627.519,577.1613,12484.68,7204.68,6434.324
"IN",2000,1.033854,.9518844,1.076179,1.357098,1.018176,1.099596,.9900342,1.036875,.9569524,1.077823,1.350933,1.021573,1.100635,.994292,11718.14,5174.712,5984.706,558.7332,11159.42,6543.439,5733.446,13113.2,5774.799,6710.953,627.4579,12485.75,7338.411,6402.257
"IN",2001,1.032951,.9466757,1.082089,1.343542,1.018333,1.103444,.9827417,1.036334,.9523292,1.083835,1.338016,1.022067,1.104646,.9876083,12223.89,5450.698,6207.21,565.9775,11657.91,6773.188,6016.676,13706.33,6097.128,6972.238,636.969,13069.37,7609.207,6734.097
"IN",2002,1.031089,.9452431,1.081353,1.331839,1.014537,1.10579,.9842162,1.034362,.9507848,1.082844,1.326129,1.018198,1.106663,.9889452,12126.46,5594.083,5880.839,651.5422,11474.92,6532.381,6245.625,13614.38,6262.149,6616.796,735.4365,12878.95,7352.233,6997.585
"IN",2003,1.056354,.937871,1.097244,1.385097,1.033296,1.127428,1.004416,1.058681,.9431083,1.098311,1.378878,1.036146,1.127789,1.008233,10461.05,3872.244,5878.848,709.9569,9751.092,6588.805,4582.201,11805.22,4362.499,6639.736,802.984,11002.23,7442.72,5165.482
"IN",2004,1.047411,.944782,1.104994,1.379632,1.027326,1.133835,.9929972,1.050332,.9494272,1.106417,1.373945,1.030622,1.134603,.9969815,12842.27,5793.772,6285.299,763.1995,12079.07,7048.498,6556.972,14474.3,6502.161,7106.82,865.3219,13608.98,7972.142,7367.482
"IN",2005,1.025438,.9241758,1.100034,1.328791,1.007692,1.125122,.9647349,1.030578,.9304969,1.104325,1.327875,1.013124,1.128899,.9704874,13765.55,6731.132,6241.077,793.3412,12972.21,7034.418,7524.473,15588.58,7616.17,7071.758,900.6539,14687.93,7972.412,8516.824
"IN",2006,1.048783,.9559532,1.106802,1.342272,1.030615,1.13298,.998135,1.052146,.9612417,1.108784,1.337994,1.034389,1.134307,1.002566,13099.1,6147.794,6155.763,795.5449,12303.56,6951.308,6943.339,14813.34,6941.554,6970.159,901.6298,13911.71,7871.789,7843.184
"IN",2007,1.05425,.954401,1.102311,1.33414,1.034112,1.129616,1.005659,1.05698,.9597037,1.103363,1.328971,1.037312,1.129997,1.009889,11392.27,4832.483,5765.509,794.2762,10597.99,6559.785,5626.759,12964.7,5484.033,6573.474,907.1937,12057.51,7480.668,6391.227
"IN",2008,1.044254,.952292,1.094551,1.323953,1.024708,1.122242,.998602,1.047502,.9577402,1.096221,1.319253,1.028399,1.123227,1.003115,11910.58,5391.554,5708.977,810.0468,11100.53,6519.024,6201.601,13559.45,6122.613,6510.624,926.2089,12633.24,7436.833,7048.822
"IN",2009,1.040068,.949068,1.09105,1.216105,1.019928,1.114371,.9987184,1.043104,.9540733,1.092642,1.214816,1.023376,1.115465,1.002802,13794.31,6108.278,6229.113,1456.923,12337.39,7686.036,7565.201,15790.17,6976.649,7140.722,1672.802,14117.37,8813.524,8649.451
"IN",2010,1.059055,.9672776,1.07478,1.329051,1.030204,1.114033,1.041407,1.061852,.9721663,1.077298,1.322221,1.033907,1.115144,1.04441,14645.46,5392.833,7767.681,1484.947,13160.51,9252.628,6877.78,16794.16,6155.289,8932.268,1706.605,15087.56,10638.87,7861.894
"IN",2011,1.053039,.9439235,1.076049,1.312549,1.031325,1.102605,1.016983,1.056546,.950614,1.078581,1.308728,1.035389,1.104451,1.021906,12313.44,3764.966,7549.943,998.5339,11314.91,8548.477,4763.5,14239.91,4343.407,8740.508,1155.993,13083.92,9896.5,5499.4
"IN",2012,1.055877,.9514223,1.071132,1.340999,1.03056,1.103087,1.032298,1.057382,.9561141,1.07176,1.333889,1.032677,1.10293,1.035105,12554.09,3831.087,7644.317,1078.687,11475.4,8723.005,4909.774,14509.72,4415.819,8841.964,1251.938,13257.78,10093.9,5667.757
"IN",2013,1.04531,.9545827,1.056358,1.331815,1.022514,1.085696,1.027414,1.048445,.960199,1.059064,1.324983,1.026283,1.087533,1.031205,12282.35,3719.192,7609.482,953.6724,11328.67,8563.154,4672.864,14244.92,4300.739,8832.704,1111.477,13133.44,9944.182,5412.216
"IN",2014,1.041513,.9563633,1.052803,1.321369,1.020678,1.079773,1.023038,1.043605,.9608237,1.054495,1.31354,1.023375,1.080634,1.025745,12194.44,3722.586,7584.276,887.582,11306.86,8471.857,4610.168,14136.96,4304.022,8799.362,1033.573,13103.38,9832.936,5337.596
"IN",2015,1.032358,.9574693,1.036797,1.330367,1.010458,1.065893,1.025045,1.033527,.9605609,1.03784,1.320756,1.012248,1.066052,1.02641,12269.66,3744.69,7640.748,884.218,11385.44,8524.966,4628.908,14223.83,4328.807,8864.096,1030.922,13192.9,9895.018,5359.729
"KS",1995,.996928,.8954313,1.046728,1.228418,.9854614,1.06069,.9317241,1.010797,.9169846,1.055275,1.227946,.9999814,1.068507,.9514311,9538.257,3631.75,5442.831,463.6759,9074.581,5906.506,4095.426,11603.65,4365.803,6671.83,566.0121,11037.63,7237.842,4931.815
"KS",1996,1.000353,.9062564,1.046922,1.217051,.9897222,1.059914,.9397148,1.017717,.9300652,1.059864,1.221901,1.007627,1.072242,.9619823,9508.401,3639.296,5411.581,457.5252,9050.877,5869.106,4096.821,11564.99,4383.297,6622.245,559.4508,11005.54,7181.695,4942.748
"KS",1997,1.002644,.9067069,1.053975,1.207771,.9920886,1.066513,.9395515,1.023093,.9329023,1.069748,1.219496,1.012936,1.081914,.9646496,9592.276,3782.967,5326.581,482.7289,9109.547,5809.31,4265.695,11644.84,4539.674,6517.07,588.0945,11056.74,7105.164,5127.769
"KS",1998,1.001157,.8951407,1.052031,1.159472,.9914637,1.061774,.9313247,1.021897,.9216332,1.068294,1.176919,1.012328,1.078153,.9571767,9944.802,3567.342,5791.778,585.6813,9359.12,6377.459,4153.023,11881.15,4214.268,6962.143,704.7378,11176.41,7666.88,4919.005
"KS",1999,1.004386,.8908198,1.04778,1.186,.9931587,1.059751,.9353485,1.024018,.9169229,1.063323,1.200068,1.013023,1.075203,.9604738,10267.75,3317.523,6338.896,611.3324,9656.419,6950.229,3928.855,12262.45,3912.744,7613.147,736.5616,11525.89,8349.709,4649.305
"KS",2000,1.007738,.8873672,1.048084,1.214596,.994136,1.063082,.9409699,1.028287,.9143172,1.065158,1.225797,1.015183,1.079657,.966283,10316.21,3210.62,6456.08,649.5054,9666.699,7105.585,3860.125,12287.67,3774.875,7733.458,779.341,11508.33,8512.8,4554.216
"KS",2001,1.001062,.8780417,1.046459,1.199661,.9875732,1.060946,.9303566,1.023414,.9065639,1.064727,1.2147,1.010226,1.079002,.9579363,10516.93,3398.206,6435.694,683.0265,9833.9,7118.721,4081.232,12460.69,3967.036,7673.654,820.0023,11640.69,8493.656,4787.039
"KS",2002,1.005483,.8802451,1.046022,1.251266,.9864025,1.068214,.946116,1.024775,.9062286,1.061506,1.257356,1.006473,1.082785,.9700238,10709.69,3527.422,6390.944,791.3192,9918.366,7182.263,4318.741,12677.54,4113.977,7616.336,947.2326,11730.31,8563.568,5061.209
"KS",2003,1.00575,.8970476,1.039591,1.232632,.9874563,1.061364,.9576653,1.022888,.919579,1.053462,1.238763,1.005251,1.074442,.9786041,11142.03,3725.025,6564.451,852.5502,10289.48,7417.001,4577.575,13143.84,4324.897,7802.167,1016.773,12127.06,8818.939,5341.67
"KS",2004,.9904625,.8791605,1.043944,1.239926,.9701575,1.069119,.934652,1.006691,.9011232,1.054404,1.245009,.9869723,1.078939,.9555634,11689.74,4774.527,6008.499,906.7139,10783.03,6915.213,5681.241,13855.65,5557.096,7208.912,1089.641,12766.01,8298.553,6646.737
"KS",2005,.9970473,.8677662,1.047758,1.224101,.9766968,1.070505,.9336944,1.017988,.8947972,1.064059,1.233431,.9984105,1.085953,.9590777,10940.58,3902.704,6113.476,924.3961,10016.18,7037.872,4827.101,13114.14,4594.04,7399.529,1120.567,11993.57,8520.096,5714.606
"KS",2006,.9977211,.8610088,1.058175,1.220384,.980608,1.076416,.9197423,1.021526,.8903438,1.077045,1.233752,1.004977,1.094706,.9480598,11688.14,4195.478,6634.741,857.9197,10830.22,7492.66,5053.397,14040.37,4943.681,8053.546,1043.144,12997.23,9096.69,5986.825
"KS",2007,1.00808,.8701516,1.070737,1.222466,.9926546,1.086729,.9251145,1.028097,.8966529,1.085405,1.232658,1.01315,1.100993,.9505093,12273.35,4382.232,7045.812,845.3048,11428.04,7891.117,5227.537,14712.37,5164.762,8520.938,1026.672,13685.7,9547.61,6191.434
"KS",2008,1.016189,.8807243,1.077118,1.228796,1.002012,1.091899,.9324034,1.035896,.907134,1.091989,1.236467,1.022331,1.106135,.9572497,12646.65,4461.136,7374.987,810.5228,11836.12,8185.51,5271.659,15256.7,5302.788,8964.423,989.4902,14267.21,9953.913,6292.278
"KS",2009,1.01223,.8719622,1.071611,1.242666,.9961243,1.088893,.929796,1.026699,.8913952,1.082362,1.247097,1.011037,1.099144,.9482536,13187.97,4567.856,7730.438,889.6796,12298.29,8620.117,5457.536,15929.39,5448.39,9391.151,1089.85,14839.54,10481,6538.24
"KS",2010,1.016294,.8790767,1.074495,1.174798,.9945321,1.093409,.9533722,1.028868,.8982382,1.082517,1.179134,1.007947,1.100829,.9701443,12500.22,4401.066,6552.745,1546.411,10953.81,8099.156,5947.477,15030.89,5230.302,7920.573,1880.012,13150.88,9800.586,7110.314
"KS",2011,1.01367,.863659,1.074027,1.230688,.9877113,1.100446,.9465054,1.024956,.8813379,1.081441,1.231887,1.000021,1.106845,.9614328,12092.33,4326.169,6429.836,1336.322,10756,7766.158,5662.491,14439.49,5124.34,7711.476,1603.675,12835.82,9315.151,6728.015
"KS",2012,1.005185,.859943,1.067382,1.277976,.9847023,1.090756,.9262121,1.016627,.877038,1.074865,1.28063,.9966587,1.097742,.9418546,11932.98,4315.981,6745.342,871.6532,11061.32,7616.996,5187.634,14137.87,5074.377,8025.319,1038.17,13099.7,9063.488,6112.547
"KS",2013,1.010738,.8530641,1.077566,1.311514,.9878046,1.103936,.9264882,1.021207,.8702072,1.083887,1.309162,.9990862,1.109338,.9413968,11795.35,4270.517,6648.659,876.1725,10919.18,7524.831,5146.689,13941.66,5013.226,7887.712,1040.726,12900.94,8928.438,6053.951
"KS",2014,1.016648,.8849817,1.068746,1.270195,.9974405,1.090936,.9479046,1.025567,.8992774,1.074968,1.268712,1.007035,1.096384,.9601094,11719.88,4136.658,6723.781,859.441,10860.44,7583.222,4996.099,13919.63,4898.262,7996.554,1024.815,12894.82,9021.369,5923.078
"KS",2015,1.017275,.8444306,1.051768,1.32223,.9922414,1.079696,.9506704,1.03071,.8639009,1.062721,1.326097,1.00614,1.090153,.9684388,12057.74,3116.496,7984.804,956.4376,11101.3,8941.242,4072.933,14244.74,3649.363,9453.293,1142.084,13102.66,10595.38,4791.447
"KY",1995,1.024172,.8786765,1.06839,1.191103,1.008524,1.083172,.9502293,1.063941,.9086952,1.109441,1.235709,1.047524,1.124772,.9860564,8525.733,2374.022,5391.778,759.9326,7765.8,6151.711,3133.955,9869.806,2676.184,6297.492,896.1291,8973.676,7193.621,3572.313
"KY",1996,1.016786,.872008,1.065438,1.176967,1.002625,1.078349,.9372652,1.054831,.9010733,1.104711,1.219504,1.040038,1.118064,.9712838,8556.708,2468.305,5367.88,720.5226,7836.185,6088.403,3188.827,9890.628,2781.621,6263.269,845.7381,9044.891,7109.007,3627.359
"KY",1997,1.012663,.8655147,1.062197,1.17468,.997434,1.076023,.9341708,1.04896,.8940032,1.099098,1.214312,1.033105,1.113369,.9675394,8984.536,2616.923,5568.23,799.3829,8185.153,6367.613,3416.306,10392.01,2948.373,6501.673,941.9693,9450.045,7443.642,3890.342
"KY",1998,1.011905,.8597204,1.06786,1.14704,.9983877,1.078196,.925971,1.04683,.8857061,1.103974,1.184062,1.032875,1.114469,.9566861,8874.044,2610.295,5434.914,828.8356,8045.208,6263.749,3439.13,10234.93,2928.941,6335.43,970.5565,9264.371,7305.987,3899.498
"KY",1999,1.015338,.8728734,1.064789,1.156884,1.001629,1.076407,.9374514,1.049009,.8994394,1.099214,1.191549,1.034939,1.110944,.968016,9115.128,2663.3,5626.011,825.8165,8289.311,6451.827,3489.117,10589.67,3016.267,6597.292,976.1101,9613.559,7573.401,3992.377
"KY",2000,1.011093,.8513356,1.06978,1.155913,.9956847,1.081725,.9240609,1.051789,.882376,1.11139,1.19867,1.035838,1.123562,.960708,9218.602,2747.203,5562.436,908.9623,8309.64,6471.398,3656.166,10670.42,3081.892,6516.595,1071.931,9598.486,7588.525,4153.823
"KY",2001,1.014414,.8611274,1.069517,1.166252,.9983361,1.082918,.9333318,1.051544,.8893276,1.107395,1.204956,1.034943,1.121001,.966872,9429.95,2832.541,5669.914,927.4954,8502.455,6597.409,3760.037,10902.7,3174.185,6634.802,1093.712,9808.987,7728.514,4267.896
